Connected. Use ^D to exit.
-> ls -t /
Target             | Property              | Value                             
 I_+1V5            |                       | 
/SYS/MB/DVRM_M1/   | value                 | 7.000 Amps
 I_+1V5            |                       | 
/SYS/MB/DVRM_M1/   | upper_nonrecov_thresh | N/A
 I_+1V5            | old                   | 
/SYS/MB/DVRM_M1/   | upper_critical_thresh | N/A
 I_+1V5            | old                   | 
/SYS/MB/DVRM_M1/   | upper_noncritical_thr | N/A
 I_+1V5            | eshold                | 
/SYS/MB/DVRM_M1/   | lower_noncritical_thr | N/A
 I_+1V5            | eshold                | 
/SYS/MB/DVRM_M1/   | lower_critical_thresh | N/A
 I_+1V5            | old                   | 
/SYS/MB/DVRM_M1/   | lower_nonrecov_thresh | N/A
 I_+1V5            | old                   | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 I_+1V5            |                       | 
/SYS/MB/DVRM_M1/   | type                  | Current
 OC_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/OCF
 OC_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | class                 | Discrete Sensor
 OC_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | value                 | State Deasserted
 OC_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 OC_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | type                  | Voltage
 OOV_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/OOVF
 OOV_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | class                 | Discrete Sensor
 OOV_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | value                 | State Deasserted
 OOV_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 OOV_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | type                  | Current
 OVC_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/OVCF
 OVC_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | class                 | Discrete Sensor
 OVC_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | value                 | State Deasserted
 OVC_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 OVC_FAULT         |                       | 
/SYS/MB/DVRM_M1/   | type                  | Voltage
 OV_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/OVF
 OV_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | class                 | Discrete Sensor
 OV_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | value                 | State Deasserted
 OV_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 OV_FAULT          |                       | 
/SYS/MB/DVRM_M1/   | type                  | Temperature
 TEMP_FAULT        |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/TF
 TEMP_FAULT        |                       | 
/SYS/MB/DVRM_M1/   | class                 | Discrete Sensor
 TEMP_FAULT        |                       | 
/SYS/MB/DVRM_M1/   | value                 | State Deasserted
 TEMP_FAULT        |                       | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 TEMP_FAULT        |                       | 
/SYS/MB/DVRM_M1/   | type                  | Temperature
 T_EXT             |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/T_EXT
 T_EXT             |                       | 
/SYS/MB/DVRM_M1/   | class                 | Threshold Sensor
 T_EXT             |                       | 
/SYS/MB/DVRM_M1/   | value                 | 36.000 degree C
 T_EXT             |                       | 
/SYS/MB/DVRM_M1/   | upper_nonrecov_thresh | 110.000 degree C
 T_EXT             | old                   | 
/SYS/MB/DVRM_M1/   | upper_critical_thresh | 105.000 degree C
 T_EXT             | old                   | 
/SYS/MB/DVRM_M1/   | upper_noncritical_thr | 100.000 degree C
 T_EXT             | eshold                | 
/SYS/MB/DVRM_M1/   | lower_noncritical_thr | -5.000 degree C
 T_EXT             | eshold                | 
/SYS/MB/DVRM_M1/   | lower_critical_thresh | -8.000 degree C
 T_EXT             | old                   | 
/SYS/MB/DVRM_M1/   | lower_nonrecov_thresh | -10.000 degree C
 T_EXT             | old                   | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 T_EXT             |                       | 
/SYS/MB/DVRM_M1/   | type                  | Temperature
 T_INT             |                       | 
/SYS/MB/DVRM_M1/   | ipmi_name             | MB/D_M1/T_INT
 T_INT             |                       | 
/SYS/MB/DVRM_M1/   | class                 | Threshold Sensor
 T_INT             |                       | 
/SYS/MB/DVRM_M1/   | value                 | 41.000 degree C
 T_INT             |                       | 
/SYS/MB/DVRM_M1/   | upper_nonrecov_thresh | 120.000 degree C
 T_INT             | old                   | 
/SYS/MB/DVRM_M1/   | upper_critical_thresh | 115.000 degree C
 T_INT             | old                   | 
/SYS/MB/DVRM_M1/   | upper_noncritical_thr | 110.000 degree C
 T_INT             | eshold                | 
/SYS/MB/DVRM_M1/   | lower_noncritical_thr | -5.000 degree C
 T_INT             | eshold                | 
/SYS/MB/DVRM_M1/   | lower_critical_thresh | -8.000 degree C
 T_INT             | old                   | 
/SYS/MB/DVRM_M1/   | lower_nonrecov_thresh | -10.000 degree C
 T_INT             | old                   | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 T_INT             |                       | 
/SYS/MB/DVRM_M1/   | type                  | Power Unit
 VPS               |                       | 
/SYS/MB/DVRM_M1/   | class                 | Threshold Sensor
 VPS               |                       | 
/SYS/MB/DVRM_M1/   | value                 | 10.511 Watts
 VPS               |                       | 
/SYS/MB/DVRM_M1/   | upper_nonrecov_thresh | N/A
 VPS               | old                   | 
/SYS/MB/DVRM_M1/   | upper_critical_thresh | N/A
 VPS               | old                   | 
/SYS/MB/DVRM_M1/   | upper_noncritical_thr | N/A
 VPS               | eshold                | 
/SYS/MB/DVRM_M1/   | lower_noncritical_thr | N/A
 VPS               | eshold                | 
/SYS/MB/DVRM_M1/   | lower_critical_thresh | N/A
 VPS               | old                   | 
/SYS/MB/DVRM_M1/   | lower_nonrecov_thresh | N/A
 VPS               | old                   | 
/SYS/MB/DVRM_M1/   | alarm_status          | cleared
 VPS               |                       | 
/SYS/MB/GBE0       | type                  | Network Module
/SYS/MB/GBE0       | component_state       | Enabled
/SYS/MB/GBE1       | type                  | Network Module
/SYS/MB/GBE1       | component_state       | Enabled
/SYS/MB/           | type                  | Current
 I_+1V0_LSI        |                       | 
/SYS/MB/           | ipmi_name             | MB/I_+1V0_LSI
 I_+1V0_LSI        |                       | 
/SYS/MB/           | class                 | Threshold Sensor
 I_+1V0_LSI        |                       | 
/SYS/MB/           | value                 | 8.860 Amps
 I_+1V0_LSI        |                       | 
/SYS/MB/           | upper_nonrecov_thresh | N/A
 I_+1V0_LSI        | old                   | 
/SYS/MB/           | upper_critical_thresh | N/A
 I_+1V0_LSI        | old                   | 
/SYS/MB/           | upper_noncritical_thr | N/A
 I_+1V0_LSI        | eshold                | 
/SYS/MB/           | lower_noncritical_thr | N/A
 I_+1V0_LSI        | eshold                | 
/SYS/MB/           | lower_critical_thresh | N/A
 I_+1V0_LSI        | old                   | 
/SYS/MB/           | lower_nonrecov_thresh | N/A
 I_+1V0_LSI        | old                   | 
/SYS/MB/           | alarm_status          | cleared
 I_+1V0_LSI        |                       | 
/SYS/MB/           | type                  | Current
 I_+1V5_VDD        |                       | 
/SYS/MB/           | ipmi_name             | MB/I_+1V5_VDD
 I_+1V5_VDD        |                       | 
/SYS/MB/           | class                 | Threshold Sensor
 I_+1V5_VDD        |                       | 
/SYS/MB/           | value                 | 4.059 Amps
 I_+1V5_VDD        |                       | 
/SYS/MB/           | upper_nonrecov_thresh | N/A
 I_+1V5_VDD        | old                   | 
/SYS/MB/           | upper_critical_thresh | N/A
 I_+1V5_VDD        | old                   | 
/SYS/MB/           | upper_noncritical_thr | N/A
 I_+1V5_VDD        | eshold                | 
/SYS/MB/           | lower_noncritical_thr | N/A
 I_+1V5_VDD        | eshold                | 
/SYS/MB/           | lower_critical_thresh | N/A
 I_+1V5_VDD        | old                   | 
/SYS/MB/           | lower_nonrecov_thresh | N/A
 I_+1V5_VDD        | old                   | 
/SYS/MB/           | alarm_status          | cleared
 I_+1V5_VDD        |                       | 
/SYS/MB/           | type                  | Current
 I_+3V3_VDD        |                       | 
/SYS/MB/           | ipmi_name             | MB/I_+3V3_VDD
 I_+3V3_VDD        |                       | 
/SYS/MB/           | class                 | Threshold Sensor
 I_+3V3_VDD        |                       | 
/SYS/MB/           | value                 | 7.255 Amps
 I_+3V3_VDD        |                       | 
/SYS/MB/           | upper_nonrecov_thresh | N/A
 I_+3V3_VDD        | old                   | 
/SYS/MB/           | upper_critical_thresh | N/A
 I_+3V3_VDD        | old                   | 
/SYS/MB/           | upper_noncritical_thr | N/A
 I_+3V3_VDD        | eshold                | 
/SYS/MB/           | lower_noncritical_thr | N/A
 I_+3V3_VDD        | eshold                | 
/SYS/MB/           | lower_critical_thresh | N/A
 I_+3V3_VDD        | old                   | 
/SYS/MB/           | lower_nonrecov_thresh | N/A
 I_+3V3_VDD        | old                   | 
/SYS/MB/           | alarm_status          | cleared
 I_+3V3_VDD        |                       | 
/SYS/MB/NET0       | type                  | Network Interface
/SYS/MB/NET1       | type                  | Network Interface
/SYS/MB/NET2       | type                  | Network Interface
/SYS/MB/NET3       | type                  | Network Interface
/SYS/MB/PCI-       | type                  | PCISwitch
 SWITCH0           |                       | 
/SYS/MB/PCI-       | component_state       | Enabled
 SWITCH0           |                       | 
/SYS/MB/PCI-       | type                  | PCISwitch
 SWITCH1           |                       | 
/SYS/MB/PCI-       | component_state       | Enabled
 SWITCH1           |                       | 
/SYS/MB/RISER0     | type                  | Riser Board
/SYS/MB/RISER0     | ipmi_name             | MB/RISER0
/SYS/MB/RISER0     | fru_name              | XAUI-RISER
/SYS/MB/RISER0     | fru_description       | BD,DUAL XAUI RISER CARD V3
/SYS/MB/RISER0     | fru_manufacturer      | 5030 CELESTICA CORP. SRIRACHA 
                   |                       | CHONBURI TH
/SYS/MB/RISER0     | fru_part_number       | 541-4084-06
/SYS/MB/RISER0     | fru_rev_level         | 50
/SYS/MB/RISER0     | fru_serial_number     | 1005LCB-1132B70U7T
/SYS/MB/RISER0     | fault_state           | OK
/SYS/MB/RISER0     | clear_fault_action    | (none)
/SYS/MB/RISER0/    | type                  | Current
 I_+3V_LOWER       |                       | 
/SYS/MB/RISER0/    | ipmi_name             | R0/I_+3V_LOWER
 I_+3V_LOWER       |                       | 
/SYS/MB/RISER0/    | class                 | Threshold Sensor
 I_+3V_LOWER       |                       | 
/SYS/MB/RISER0/    | value                 | 0.018 Amps
 I_+3V_LOWER       |                       | 
/SYS/MB/RISER0/    | upper_nonrecov_thresh | N/A
 I_+3V_LOWER       | old                   | 
/SYS/MB/RISER0/    | upper_critical_thresh | N/A
 I_+3V_LOWER       | old                   | 
/SYS/MB/RISER0/    | upper_noncritical_thr | N/A
 I_+3V_LOWER       | eshold                | 
/SYS/MB/RISER0/    | lower_noncritical_thr | N/A
 I_+3V_LOWER       | eshold                | 
/SYS/MB/RISER0/    | lower_critical_thresh | N/A
 I_+3V_LOWER       | old                   | 
/SYS/MB/RISER0/    | lower_nonrecov_thresh | N/A
 I_+3V_LOWER       | old                   | 
/SYS/MB/RISER0/    | alarm_status          | cleared
 I_+3V_LOWER       |                       | 
/SYS/MB/RISER0/    | type                  | Current
 I_+3V_UPPER       |                       | 
/SYS/MB/RISER0/    | ipmi_name             | R0/I_+3V_UPPER
 I_+3V_UPPER       |                       | 
/SYS/MB/RISER0/    | class                 | Threshold Sensor
 I_+3V_UPPER       |                       | 
/SYS/MB/RISER0/    | value                 | 0.018 Amps
 I_+3V_UPPER       |                       | 
/SYS/MB/RISER0/    | upper_nonrecov_thresh | N/A
 I_+3V_UPPER       | old                   | 
/SYS/MB/RISER0/    | upper_critical_thresh | N/A
 I_+3V_UPPER       | old                   | 
/SYS/MB/RISER0/    | upper_noncritical_thr | N/A
 I_+3V_UPPER       | eshold                | 
/SYS/MB/RISER0/    | lower_noncritical_thr | N/A
 I_+3V_UPPER       | eshold                | 
/SYS/MB/RISER0/    | lower_critical_thresh | N/A
 I_+3V_UPPER       | old                   | 
/SYS/MB/RISER0/    | lower_nonrecov_thresh | N/A
 I_+3V_UPPER       | old                   | 
/SYS/MB/RISER0/    | alarm_status          | cleared
 I_+3V_UPPER       |                       | 
/SYS/MB/RISER0/    | type                  | Current
 I_+12V_LOWER      |                       | 
/SYS/MB/RISER0/    | ipmi_name             | R0/I_+12V_LOWER
 I_+12V_LOWER      |                       | 
/SYS/MB/RISER0/    | class                 | Threshold Sensor
 I_+12V_LOWER      |                       | 
/SYS/MB/RISER0/    | value                 | 0.004 Amps
 I_+12V_LOWER      |                       | 
/SYS/MB/RISER0/    | upper_nonrecov_thresh | N/A
